ID;Title;URI;Erfasst
11008;Financial Accountant *;https://jobs.hdi.group/10001-financial-accountant/job.html;2021-11-29
10999;Experte Qualitatives Risikomanagement *;https://jobs.hdi.group/10002-experte-qualitatives-risikomanagement/job.html;2021-11-29
10868;Junior Accountmanager Globals / Spezialmakler / Firmen & Freie-Berufe *;https://jobs.hdi.group/9958-junior-accountmanager-globals-spezialmakler-firmen-freie-berufe/job.html;2021-11-29
10914;Mitarbeiter Vergleicher / Kooperationen *;https://jobs.hdi.group/9959-mitarbeiter-vergleicher-kooperationen/job.html;2021-11-29
10919;Administrative Unterstützung im Maklervertrieb für das Portfolio-Firmengeschäft *;https://jobs.hdi.group/9957-administrative-unterstuetzung-im-maklervertrieb-fuer-das-portfolio-firmengeschaeft/job.html;2021-11-29
10913;Pricingaktuar Group Accident *;https://jobs.hdi.group/9910-pricingaktuar-group-accident/job.html;2021-11-29
10949;Volljurist/Schadenspezialist Heilwesen & Krankenhaus *;https://jobs.hdi.group/9883-volljurist-schadenspezialist-heilwesen-krankenhaus/job.html;2021-11-29
10912;ServiceNow Entwickler *;https://jobs.hdi.group/9879-servicenow-entwickler/job.html;2021-11-29
10811;Reporting Spezialist Aufsichtsrechtliches Berichtswesen *;https://jobs.hdi.group/9861-reporting-spezialist-aufsichtsrechtliches-berichtswesen/job.html;2021-11-29
10812;Reporting Spezialist Aufsichtsrechtliches Berichtswesen *;https://jobs.hdi.group/9864-reporting-spezialist-aufsichtsrechtliches-berichtswesen/job.html;2021-11-29
10985;Junior ServiceNow Entwickler *;https://jobs.hdi.group/10113-junior-servicenow-entwickler/job.html;2021-12-15
11050;Underwriter M&A Transactional Risk Insurance *;https://jobs.hdi.group/10098-underwriter-m-a-transactional-risk-insurance/job.html;2021-12-15
10837;Mitarbeiter Finanzdatenmanagement Reporting *;https://jobs.hdi.group/10051-mitarbeiter-finanzdatenmanagement-reporting/job.html;2021-12-15
10968;Junior Infrastructure Engineer Monitoring *;https://jobs.hdi.group/10053-junior-infrastructure-engineer-monitoring/job.html;2021-12-15
10962;Legal Counsel Datenschutz *;https://jobs.hdi.group/10046-legal-counsel-datenschutz/job.html;2021-12-15
10963;Datenschutzberater Schwerpunkt IT *;https://jobs.hdi.group/10047-datenschutzberater-schwerpunkt-it/job.html;2021-12-15
10320;Junior (Wirtschafts-)Mathematiker / Aktuar *;https://jobs.hdi.group/10050-junior-wirtschafts-mathematiker-aktuar/job.html;2021-12-15
11023;Actuarial Analyst *;https://jobs.hdi.group/10036-actuarial-analyst/job.html;2021-12-15
10952;Schadeningenieur Technische Versicherungen *;https://jobs.hdi.group/10035-schadeningenieur-technische-versicherungen/job.html;2021-12-15
11029;Volljurist M&A & Kapitalmarktrecht;https://jobs.hdi.group/10179-volljurist-m-a-kapitalmarktrecht/job.html;2022-01-05
10988;Strategischer Junior-Einkäufer *;https://jobs.hdi.group/10120-strategischer-junior-einkaeufer/job.html;2022-01-05
11071;Specialist User Support *;https://jobs.hdi.group/10267-specialist-user-support/job.html;2022-01-13
10327;Projektmanager Betriebsorganisation *;https://jobs.hdi.group/10231-projektmanager-betriebsorganisation/job.html;2022-01-13
10856;Spezialist Produktmanagement HUS Firmen Transportversicherung *;https://jobs.hdi.group/10225-spezialist-produktmanagement-hus-firmen-transportversicherung/job.html;2022-01-13
11143;Projektleiter Workplace *;https://jobs.hdi.group/10362-projektleiter-workplace/job.html;2022-01-25
11133;Junior Underwriter Energy Upstream *;https://jobs.hdi.group/10337-junior-underwriter-energy-upstream/job.html;2022-01-25
11076;Jurist Corporate Office *;https://jobs.hdi.group/10310-jurist-corporate-office/job.html;2022-01-25
11095;Aktuar / Actuarial Data Analyst / Data Scientist Risikomanagement *;https://jobs.hdi.group/10412-aktuar-actuarial-data-analyst-data-scientist-risikomanagement/job.html;2022-01-29
11151;(Junior) Business Analyst *;https://jobs.hdi.group/10411-junior-business-analyst/job.html;2022-01-29
11194;Legal Counsel *;https://jobs.hdi.group/10416-legal-counsel/job.html;2022-02-03
11107;Java Developer Camunda *;https://jobs.hdi.group/10425-java-developer-camunda/job.html;2022-02-03
11095;Aktuar / Actuarial Data Analyst / Data Scientist Risikomanagement *;https://jobs.hdi.group/10412-aktuar-actuarial-data-analyst-data-scientist-risikomanagement/job.html;2022-02-03
11216;(Junior) Test Manager  / Test Automation Engineer *;https://jobs.hdi.group/10486-junior-test-manager-test-automation-engineer/job.html;2022-02-08
11218;Application Manager / Developer SAS IFRS 17 *;https://jobs.hdi.group/10487-application-manager-developer-sas-ifrs-17/job.html;2022-02-08
11208;Financial Accountant Solvency II *;https://jobs.hdi.group/10480-financial-accountant-solvency-ii/job.html;2022-02-08
11095;Aktuar / Actuarial Data Analyst / Data Scientist Risikomanagement *;https://jobs.hdi.group/10412-aktuar-actuarial-data-analyst-data-scientist-risikomanagement/job.html;2022-02-08
14640;Account Manager:in;https://jobs.hdi.group/18322-account-manager-in/job.html;2024-08-13
14619;DevOps Integration Specialist;https://jobs.hdi.group/18252-devops-integration-specialist/job.html;2024-08-13
14390;Financial Performance Manager:in;https://jobs.hdi.group/18224-financial-performance-manager-in/job.html;2024-08-13
14609;Software Developer .NET;https://jobs.hdi.group/18235-software-developer-net/job.html;2024-08-13
14583;Jurist:in für die Sparte Motor;https://jobs.hdi.group/18151-jurist-in-fuer-die-sparte-motor/job.html;2024-08-13
13058;Developer:in Test Automation Framework;https://jobs.hdi.group/18152-developer-in-test-automation-framework/job.html;2024-08-13
14561;Legal Counsel - Commercial Law;https://jobs.hdi.group/18099-legal-counsel-commercial-law/job.html;2024-08-13
14522;(Junior) IT-Compliance Manager:in;https://jobs.hdi.group/18064-junior-it-compliance-manager-in/job.html;2024-08-13
14548;Strategic Underwriter Engineering/Construction;https://jobs.hdi.group/18059-strategic-underwriter-engineering-construction/job.html;2024-08-13
14547;Portfolio Analyst:in - Technical Center Specialty;https://jobs.hdi.group/18044-portfolio-analyst-in-technical-center-specialty/job.html;2024-08-13
14545;Portfolio Manager:in - Technical Center Specialty;https://jobs.hdi.group/18049-portfolio-manager-in-technical-center-specialty/job.html;2024-08-13
14544;(Assistant) Portfolio Manager:in - Technical Center Specialty;https://jobs.hdi.group/18053-assistant-portfolio-manager-in-technical-center-specialty/job.html;2024-08-13
14507;(Assistant) Manager:in Underwriting Governance;https://jobs.hdi.group/18000-assistant-manager-in-underwriting-governance/job.html;2024-08-13
14506;(Senior) Strategy Manager:in;https://jobs.hdi.group/17995-senior-strategy-manager-in/job.html;2024-08-13
14489;Anwendungsbetreuer:in Dokumentenmanagement;https://jobs.hdi.group/17945-anwendungsbetreuer-in-dokumentenmanagement/job.html;2024-08-13
14480;(Senior) Financial Performance Analyst:in;https://jobs.hdi.group/17924-senior-financial-performance-analyst-in/job.html;2024-08-13
14473;(Senior) Quantitative Risk Manager:in;https://jobs.hdi.group/17912-senior-quantitative-risk-manager-in/job.html;2024-08-13
14476;International Claims Analyst:in;https://jobs.hdi.group/17915-international-claims-analyst-in/job.html;2024-08-13
14455;Claims Manager:in Industriehaftpflicht;https://jobs.hdi.group/17870-claims-manager-in-industriehaftpflicht/job.html;2024-08-13
14463;Underwriter US Delegated Authority;https://jobs.hdi.group/17873-underwriter-us-delegated-authority/job.html;2024-08-13
14457;Information Security Manager:in;https://jobs.hdi.group/17864-information-security-manager-in/job.html;2024-08-13
14439;Sachbearbeiter:in Local Claims Property;https://jobs.hdi.group/17830-sachbearbeiter-in-local-claims-property/job.html;2024-08-13
14447;Reporting Specialist / Aufsichtsrechtliches Berichtswesen;https://jobs.hdi.group/17834-reporting-specialist-aufsichtsrechtliches-berichtswesen/job.html;2024-08-13
14421;IT Security Manager:in;https://jobs.hdi.group/17775-it-security-manager-in/job.html;2024-08-13
14422;Spezialist:in Cyber Security;https://jobs.hdi.group/17779-spezialist-in-cyber-security/job.html;2024-08-13
14413;(Wirtschafts-)Mathematiker:in / Statistiker:in Rückversicherung;https://jobs.hdi.group/17755-wirtschafts-mathematiker-in-statistiker-in-rueckversicherung/job.html;2024-08-13
14378;DevOps Engineer Java / Okta;https://jobs.hdi.group/17631-devops-engineer-java-okta/job.html;2024-08-13
14182;Solution Architect  / Frameworkentwickler:in CCM;https://jobs.hdi.group/17573-solution-architect-frameworkentwickler-in-ccm/job.html;2024-08-13
14331;SAP Inhouse Consultant S/4 (FS-CD);https://jobs.hdi.group/17498-sap-inhouse-consultant-s-4-fs-cd/job.html;2024-08-13
14268;Underwriting Support Specialist;https://jobs.hdi.group/17348-underwriting-support-specialist/job.html;2024-08-13
14252;Senior Full Stack Entwickler:in / Anwendungsbetreuer:in Specialty Systeme SPEX;https://jobs.hdi.group/17295-senior-full-stack-entwickler-in-anwendungsbetreuer-in-specialty-systeme-spex/job.html;2024-08-13
14249;DevOps Engineer Progress OpenEdge;https://jobs.hdi.group/17309-devops-engineer-progress-openedge/job.html;2024-08-13
14186;Mathematiker:in / Aktuar:in Validierung internes Risikomodell;https://jobs.hdi.group/17105-mathematiker-in-aktuar-in-validierung-internes-risikomodell/job.html;2024-08-13
13531;Risk Engineer - Renewable Energies;https://jobs.hdi.group/17081-risk-engineer-renewable-energies/job.html;2024-08-13
14062;Junior Security Engineer;https://jobs.hdi.group/16984-junior-security-engineer/job.html;2024-08-13
14093;Strategic Underwriter Liability;https://jobs.hdi.group/16890-strategic-underwriter-liability/job.html;2024-08-13
14034;Mitarbeiter:in Kraftfahrt Schaden;https://jobs.hdi.group/16701-mitarbeiter-in-kraftfahrt-schaden/job.html;2024-08-13
13847;(Senior) Compliance Manager:in;https://jobs.hdi.group/16239-senior-compliance-manager-in/job.html;2024-08-13
13775;Manager:in Claims Performance;https://jobs.hdi.group/16056-manager-in-claims-performance/job.html;2024-08-13
13740;IAM DevOps Engineer;https://jobs.hdi.group/15997-iam-devops-engineer/job.html;2024-08-13
